year,ahe,bachelor,female,age
2015,48.07692337,1,0,31
2015,20.2298069,1,1,31
2015,15.14423084,0,0,25
2015,20.19230843,1,1,33
2015,18.26922989,0,0,33
2015,17.48251724,0,0,33
2015,13.46153831,0,1,27
2015,19.23077011,0,0,33
2015,13.73626328,1,1,30
2015,13.26923084,1,1,30
2015,7.211538315,0,1,27
2015,18.75,0,0,31
2015,16.82692337,0,0,30
2015,30.76922989,1,1,29
2015,14.66346169,1,1,34
2015,7.692307472,1,1,34
2015,11.21794891,1,1,34
2015,9.199999809,0,0,25
2015,17.78846169,0,0,27
2015,19.23077011,0,1,30
2015,28.5714283,1,1,34
2015,9.615385056,0,1,32
2015,15.76923084,0,1,27
2015,16.82692337,1,1,30
2015,24.03846169,1,1,25
2015,5.769230843,0,1,34
2015,14.42307663,0,0,29
2015,11.25,0,0,31
2015,17.30769157,1,1,28
2015,11.53846169,1,1,27
2015,11.05769253,0,1,25
2015,20.38461494,0,0,29
2015,15.93406582,0,0,28
2015,11.53846169,1,1,27
2015,12.01923084,1,0,33
2015,19.31105804,0,0,34
2015,14.42307663,0,1,31
2015,19.23077011,0,0,34
2015,25.96153831,1,0,26
2015,19.50549507,1,1,27
2015,19.23077011,1,1,31
2015,16.82788467,1,1,32
2015,10.76923084,0,0,32
2015,15.38461494,0,0,25
2015,14.42307663,0,1,32
2015,26.92307663,0,0,25
2015,20,1,1,27
2015,22.59615326,1,0,32
2015,48.07788467,1,1,29
2015,32.05128098,1,0,25
2015,18,1,0,29
2015,30.76922989,1,1,32
2015,40.86538315,1,0,28
2015,32.40000153,1,1,26
2015,23.07692337,1,0,26
2015,25.24038506,1,0,27
2015,43.26922989,1,0,27
2015,46.8971138,1,0,26
2015,34.18803406,1,0,32
2015,29.80769157,1,0,33
2015,13.46153831,1,0,33
2015,18.90109825,1,1,34
2015,9.125,1,1,27
2015,44.71154022,1,0,31
2015,52.88461685,1,0,26
2015,12.01923084,1,1,26
2015,12.01923084,1,1,31
2015,31.25,0,0,30
2015,14.52991486,0,1,26
2015,17.48251724,0,0,29
2015,9.615385056,0,1,29
2015,14.42307663,0,0,30
2015,38.46154022,0,1,32
2015,38.46154022,1,0,28
2015,21.97802162,1,0,28
2015,17.78846169,1,1,28
2015,15.76923084,0,1,27
2015,14.42307663,0,1,27
2015,46.15384674,0,0,29
2015,16.34615326,0,1,33
2015,21.97802162,1,1,32
2015,24.25480843,1,0,31
2015,38.46154022,0,0,33
2015,19.23077011,1,1,26
2015,14.96794891,1,0,34
2015,18.26922989,0,0,29
2015,23.07692337,1,0,32
2015,25,1,1,30
2015,9.245562553,0,0,33
2015,13.46153831,0,1,28
2015,24.51922989,0,0,33
2015,24.95421219,1,1,33
2015,9.600000381,0,1,29
2015,10.57692337,0,1,27
2015,13.70192337,1,0,29
2015,14.90384579,1,0,31
2015,14.42307663,0,1,31
2015,40.86538315,1,1,32
2015,25.64102554,0,1,27
2015,24.72527504,1,1,25
2015,31.25,1,1,26
2015,28.84615326,1,0,29
2015,31.25,1,0,31
2015,24.03846169,1,1,25
2015,16.15384674,1,1,26
2015,24.03846169,1,0,28
2015,14.42307663,1,0,26
2015,27.40384674,1,0,29
2015,20.19230843,1,0,27
2015,28.84615326,1,1,31
2015,56.49038315,1,0,27
2015,18,1,1,26
2015,13.07692337,0,0,25
2015,19.23077011,1,1,26
2015,32.05128098,1,0,25
2015,27.54677773,1,1,30
2015,11.53846169,1,1,28
2015,34.78632355,1,1,32
2015,27.40384674,1,0,34
2015,22.03525734,0,1,34
2015,35.09615326,1,1,34
2015,21.63461494,1,1,31
2015,42.78845978,1,0,30
2015,54.32692337,1,1,29
2015,10.57692337,0,0,26
2015,14.42307663,1,0,28
2015,24.60961533,0,1,29
2015,18.02884674,0,0,28
2015,34.13461685,1,0,32
2015,15.48076916,0,0,32
2015,14.9572649,1,1,29
2015,7.211538315,1,1,27
2015,13.18681335,0,1,25
2015,44.47115326,1,0,32
2015,36.53845978,1,0,34
2015,31.2647438,1,0,25
2015,45.67307663,1,0,31
2015,59.8290596,1,0,33
2015,60.09615326,1,1,33
2015,23.74962997,0,0,29
2015,13.46153831,0,0,25
2015,21.63461494,0,1,30
2015,32.69230652,1,1,32
2015,14.22961521,1,0,25
2015,17.30769157,1,0,26
2015,46.15384674,1,1,25
2015,26.70940208,1,0,25
2015,27.47252655,0,0,31
2015,57.69230652,0,0,26
2015,28.84615326,1,1,32
2015,28.84615326,1,0,31
2015,18.39160919,1,1,28
2015,24.03846169,0,0,33
2015,38.46154022,1,0,34
2015,10.57692337,0,0,33
2015,24.03846169,1,1,32
2015,25,1,0,27
2015,11.15384579,1,0,31
2015,14.42307663,0,0,27
2015,5.769230843,1,1,27
2015,27.77777863,1,0,33
2015,12.08791256,1,0,30
2015,9.615385056,0,0,25
2015,8.894230843,0,1,29
2015,12.5,1,0,29
2015,8.012820244,1,1,27
2015,24.03846169,1,1,25
2015,31.25,1,0,27
2015,22.88461494,1,0,28
2015,26.44230843,1,1,30
2015,38.46154022,1,0,31
2015,20,0,1,29
2015,51.28205109,1,0,31
2015,48.07692337,1,1,25
2015,18.26922989,1,1,28
2015,29.9145298,1,0,29
2015,31.2647438,1,0,28
2015,19.23077011,1,0,27
2015,49.51922989,1,0,26
2015,12.01923084,1,1,32
2015,35.09615326,1,1,28
2015,64.10256195,1,0,30
2015,34.61538315,1,1,33
2015,28.84615326,1,0,25
2015,12.01923084,1,1,30
2015,57.69230652,0,0,34
2015,35,1,0,27
2015,24.03846169,1,1,27
2015,21.63461494,0,0,25
2015,18.26922989,0,0,27
2015,57.69230652,1,0,34
2015,11.53846169,0,1,28
2015,16.82692337,0,0,26
2015,11.53846169,0,1,32
2015,31.46853065,1,0,27
2015,31.46853065,1,1,27
2015,24.03846169,1,0,25
2015,27.72435951,1,0,29
2015,36.05769348,1,0,31
2015,21.79487228,1,1,29
2015,40.86538315,1,0,27
2015,19.23077011,1,0,25
2015,20.83333397,1,0,26
2015,48.17307663,1,1,33
2015,20.34023666,1,1,30
2015,21.63461494,0,1,26
2015,19.23077011,0,0,28
2015,35.79059982,1,1,31
2015,10.20833302,0,1,25
2015,16.82692337,0,0,31
2015,10.81730747,1,1,34
2015,12.01923084,0,1,31
2015,21.63461494,0,1,33
2015,9.134614944,0,0,30
2015,28.84615326,1,1,33
2015,36.53845978,0,1,33
2015,13.41681576,0,0,29
2015,38.46250153,1,0,34
2015,11,0,0,25
2015,10,0,1,27
2015,19.23077011,0,1,33
2015,5.769230843,1,0,25
2015,6.730769157,0,1,30
2015,13.46153831,0,0,27
2015,13.35470104,0,0,34
2015,8.653845787,1,1,31
2015,18.02884674,1,1,28
2015,18.75,1,1,25
2015,11.05769253,0,0,29
2015,14.95192337,0,0,27
2015,12.5,0,1,33
2015,16.02564049,0,0,32
2015,19.23077011,1,1,30
2015,26.44230843,1,0,31
2015,26.44230843,1,0,28
2015,19.61538506,0,0,31
2015,12.01923084,1,1,33
2015,33.65384674,1,1,30
2015,23.07692337,0,1,33
2015,21.36752129,0,0,27
2015,31.25,0,0,25
2015,24.03846169,1,0,32
2015,19.23077011,1,1,26
2015,27.88461494,1,0,34
2015,14.42307663,0,1,33
2015,18.26922989,1,0,33
2015,26.70940208,1,1,34
2015,21.15384674,0,0,30
2015,14.18269253,1,1,30
2015,43.26922989,1,0,31
2015,14.42307663,0,0,27
2015,14.42307663,0,1,26
2015,15.38461494,0,1,28
2015,18.84615326,1,1,25
2015,11.05769253,0,0,25
2015,28.84615326,1,0,34
2015,12.01923084,0,0,30
2015,42.73504257,1,0,29
2015,26.70940208,1,0,27
2015,13.46153831,0,0,26
2015,2.040816307,1,0,34
2015,29.16461563,0,1,33
2015,7.692307472,1,0,32
2015,55.28845978,1,0,31
2015,36.53845978,1,1,28
2015,24.03846169,1,0,28
2015,14.42307663,1,1,27
2015,9.615385056,0,0,25
2015,27.47252655,1,1,34
2015,8.17307663,1,0,25
2015,20.87912178,1,1,26
2015,31.25,0,1,26
2015,25,1,1,30
2015,17.64705849,1,1,31
2015,21.15384674,1,0,26
2015,21.63461494,1,1,25
2015,15.38461494,0,1,34
2015,13.67521381,0,0,27
2015,20.67307663,1,1,29
2015,15.86538506,0,0,27
2015,16.82692337,0,0,25
2015,24.03846169,1,1,30
2015,17.30769157,0,1,26
2015,13.46153831,0,0,28
2015,14.42307663,1,1,30
2015,19.23077011,1,1,26
2015,15.18218613,0,0,32
2015,19.23077011,1,0,30
2015,9.340659142,0,1,25
2015,48.07692337,1,0,34
2015,15.38461494,0,0,27
2015,17.30769157,1,0,34
2015,3.365384579,1,1,25
2015,12.01923084,0,0,28
2015,39.74359131,1,0,33
2015,21.97802162,0,0,33
2015,25,0,1,30
2015,38.46154022,1,0,31
2015,27.64422989,1,0,29
2015,11.05769253,0,1,31
2015,27.02702713,1,1,29
2015,31.25,1,0,31
2015,14.18269253,1,1,31
2015,16.34615326,1,0,34
2015,48.71794891,1,0,32
2015,33.65480804,1,1,27
2015,38.46154022,1,1,25
2015,9.125,1,1,27
2015,19.23077011,1,1,26
2015,21.63461494,0,0,26
2015,20.19230843,0,1,33
2015,16.82692337,0,0,31
2015,60.09615326,1,1,33
2015,48.07692337,1,1,34
2015,21.63461494,1,0,32
2015,8.07692337,0,1,32
2015,40.86538315,1,0,28
2015,72.11538696,1,0,26
2015,17.15686226,0,0,25
2015,54.55465698,1,0,32
2015,21.15384674,0,0,29
2015,20.19230843,0,1,30
2015,25.78671265,1,1,27
2015,16.82692337,1,0,25
2015,11.53846169,1,1,33
2015,39.0625,1,0,29
2015,26.44230843,0,0,29
2015,14.42307663,1,1,25
2015,11.05769253,0,0,26
2015,36.98225021,1,0,34
2015,11.92307663,1,1,34
2015,17.30769157,0,0,33
2015,39.0625,1,0,32
2015,17.30769157,0,1,32
2015,36.05769348,1,1,34
2015,20.87912178,1,1,26
2015,12.01923084,1,1,25
2015,19.23077011,1,1,28
2015,22.64957237,0,0,33
2015,33.28402328,1,0,33
2015,12.88461494,1,0,30
2015,33.65384674,1,0,26
2015,31.25,0,0,27
2015,21.97802162,1,1,29
2015,33.65384674,1,0,29
2015,52.88461685,1,0,26
2015,14.42307663,0,0,30
2015,8.653845787,0,1,34
2015,22.11538506,0,0,31
2015,10.98901081,0,0,25
2015,16.27219009,1,1,25
2015,8.17307663,0,0,31
2015,10.57692337,0,1,30
2015,10.35503006,1,0,25
2015,19.82403755,0,1,31
2015,13.73626328,0,0,29
2015,7.692307472,0,1,28
2015,21.15384674,0,0,34
2015,31.25,1,0,33
2015,4.524887085,1,1,29
2015,19.23077011,0,0,28
2015,33.65384674,0,0,25
2015,13.94230747,0,1,25
2015,16.82692337,1,1,30
2015,25,0,0,26
2015,5.029585838,0,0,33
2015,26.70940208,1,1,33
2015,12.01923084,0,1,32
2015,19.23077011,1,1,28
2015,15.38461494,1,0,31
2015,19.23077011,0,0,27
2015,8.653845787,0,0,30
2015,16.34615326,0,0,30
2015,14.52991486,0,1,30
2015,23.55769157,0,0,32
2015,40.86538315,1,1,33
2015,18.26922989,1,0,30
2015,47.11538315,1,0,33
2015,26.44230843,1,1,30
2015,25.96153831,1,1,33
2015,23.89422989,0,1,29
2015,28.65384674,0,0,30
2015,8.505917549,0,1,29
2015,10.57692337,0,1,34
2015,4.427884579,0,0,28
2015,26.44230843,1,1,26
2015,33.65384674,1,0,30
2015,29.02097893,1,0,32
2015,20.19230843,1,0,28
2015,22.11538506,1,0,27
2015,14.42307663,1,1,32
2015,40.86538315,1,1,30
2015,31.25,1,1,27
2015,41.0256424,1,0,33
2015,32.5,1,0,27
2015,7.5,0,1,30
2015,8.653845787,0,1,33
2015,11.53846169,0,1,26
2015,9.75,0,0,26
2015,19.23077011,1,0,25
2015,15.38461494,0,0,34
2015,15.38461494,0,1,32
2015,33.65384674,0,0,30
2015,15.86538506,0,1,33
2015,48.07692337,1,0,29
2015,65.78947449,1,1,30
2015,4.578754425,0,1,33
2015,11.53846169,0,1,33
2015,24.05528831,1,1,31
2015,10.44444466,0,0,26
2015,33.65384674,0,0,30
2015,11.05769253,0,1,31
2015,24.03846169,0,0,29
2015,17.30769157,1,0,30
2015,28.84615326,1,0,34
2015,20.19230843,1,1,25
2015,8.012820244,0,1,26
2015,10.43269253,0,1,29
2015,11.53846169,1,0,27
2015,17.30769157,1,1,33
2015,15.38461494,0,1,33
2015,19.23077011,1,0,29
2015,12.01923084,0,0,25
2015,36.53845978,0,1,33
2015,6.723557472,1,0,32
2015,7.211538315,1,0,32
2015,11.05769253,1,0,32
2015,12.01923084,0,0,28
2015,14.42307663,0,1,30
2015,10.09615421,0,1,33
2015,21.63461494,1,0,33
2015,10.81730747,1,1,28
2015,16.82692337,1,1,25
2015,28.84615326,0,0,29
2015,14.42307663,1,1,28
2015,12.02019215,1,0,34
2015,19.23077011,1,0,26
2015,6.25,0,0,32
2015,24.03846169,0,1,31
2015,40,1,0,32
2015,27.2435894,1,0,33
2015,28.84615326,1,1,34
2015,11.05769253,0,0,26
2015,21.63461494,1,0,30
2015,43.26922989,1,1,32
2015,15.38461494,0,0,26
2015,21.36752129,1,0,25
2015,17.1428566,1,0,25
2015,7.552083492,1,0,34
2015,28.84615326,1,0,29
2015,15.38461494,1,0,26
2015,23.07692337,1,0,29
2015,8.603239059,1,0,26
2015,5.769230843,0,0,33
2015,26.44230843,1,1,31
2015,21.63461494,0,0,33
2015,6.410256386,0,1,29
2015,23.66937828,1,0,31
2015,14.42307663,0,0,33
2015,12.01923084,0,0,34
2015,48.07692337,0,1,32
2015,14.42307663,0,1,31
2015,16.82692337,0,0,33
2015,24.03846169,0,0,25
2015,20.83333397,1,1,26
2015,10.48791599,1,1,34
2015,16.82692337,1,1,30
2015,38.46154022,0,0,34
2015,10.09615421,1,0,27
2015,63.46154022,1,1,34
2015,13.46153831,1,1,29
2015,46.92307663,1,1,25
2015,32.96703339,1,0,26
2015,6.538461685,1,0,27
2015,43.26922989,1,1,30
2015,52.30769348,1,0,34
2015,62.5009613,1,0,28
2015,70.51281738,1,1,32
2015,31.20000076,1,0,32
2015,25,0,1,27
2015,33.65480804,1,1,26
2015,22.11538506,1,0,34
2015,25.09615326,1,1,28
2015,39.42307663,1,0,29
2015,46.15384674,1,1,25
2015,19.95192337,1,1,27
2015,16.82692337,1,1,28
2015,15.38461494,1,0,30
2015,53.41880417,1,0,33
2015,60.09615326,1,1,31
2015,7.684065819,1,0,34
2015,43.70629501,1,0,31
2015,54.9450531,1,0,34
2015,18.26922989,1,1,29
2015,28.68131828,1,1,30
2015,36.05769348,1,1,31
2015,20.46272278,1,1,30
2015,34.18803406,1,1,28
2015,34.18803406,1,1,29
2015,38.46154022,1,0,29
2015,34.18803406,1,1,28
2015,24.03846169,1,1,27
2015,36.05769348,1,1,29
2015,33.33333206,1,0,28
2015,28.84615326,1,0,25
2015,32.47211456,1,0,26
2015,34.18803406,1,0,25
2015,37.51769257,1,0,25
2015,23.07692337,1,1,26
2015,38.46154022,1,0,27
2015,38.46154022,1,0,32
2015,29.58579826,1,1,33
2015,35.7142868,1,0,30
2015,57.69230652,1,1,33
2015,21.63461494,1,0,32
2015,17.96875,1,0,26
2015,38.46154022,1,0,31
2015,45.19230652,1,0,29
2015,43.75,1,1,27
2015,33.65384674,1,1,32
2015,12.01923084,1,1,34
2015,51.28205109,1,1,31
2015,57.69230652,1,0,30
2015,46.15384674,1,1,34
2015,29.80769157,0,0,33
2015,41.20878983,0,0,33
2015,38.46154022,1,0,34
2015,13.69230747,0,1,25
2015,16.82692337,0,0,26
2015,38.46250153,1,0,26
2015,24.03942299,1,0,34
2015,4.927884579,0,1,27
2015,28.84615326,1,0,28
2015,24.03846169,1,1,27
2015,25.96153831,0,1,27
2015,33.65384674,1,0,30
2015,19.23077011,1,1,34
2015,7.692307472,0,1,29
2015,28.84615326,1,0,29
2015,16.82692337,1,0,25
2015,28.84615326,1,0,27
2015,7.692307472,0,0,28
2015,15.38461494,1,0,26
2015,12.01923084,0,1,26
2015,11.53846169,0,0,25
2015,27.83400726,1,0,27
2015,21.63461494,1,1,27
2015,26.44230843,1,0,25
2015,24.03846169,1,0,29
2015,25.76922989,1,0,31
2015,24.03846169,0,0,29
2015,14.42307663,0,1,33
2015,17.8571434,1,1,29
2015,19.23077011,0,0,30
2015,38.46154022,1,0,26
2015,37.5,1,0,31
2015,8.557692528,0,0,25
2015,26.44230843,1,0,28
2015,17.09401703,0,0,26
2015,24.40240479,0,0,32
2015,21.15384674,1,0,27
2015,60.09615326,1,0,30
2015,10,0,0,31
2015,24.03846169,1,0,30
2015,16.82692337,1,0,25
2015,13.63636398,0,0,30
2015,8.653845787,1,1,28
2015,23.07692337,1,1,25
2015,16.48351669,1,1,27
2015,27.88461494,1,1,27
2015,50,1,0,29
2015,8.072916985,1,1,27
2015,32.21154022,1,0,29
2015,25,1,1,29
2015,12.01923084,0,0,29
2015,7.211538315,0,1,30
2015,25,1,1,29
2015,25,1,1,26
2015,26.44230843,1,1,32
2015,14.42307663,0,1,25
2015,48.07692337,1,0,26
2015,14.42307663,0,0,26
2015,19.23077011,0,0,28
2015,15.38461494,0,0,33
2015,47.59615326,1,1,33
2015,7.692307472,0,1,27
2015,16.82692337,0,0,30
2015,20.4582653,1,1,33
2015,8.050089836,1,0,34
2015,33.65384674,0,0,34
2015,12.2060442,1,0,27
2015,50,1,0,32
2015,18.26922989,1,1,26
2015,9.615385056,1,0,30
2015,7.211538315,1,1,26
2015,19.23077011,0,0,27
2015,9.615385056,0,0,32
2015,19.23077011,1,0,32
2015,48.07692337,1,0,32
2015,13.24786282,1,0,25
2015,59.8290596,1,0,31
2015,27.64422989,1,0,34
2015,48.07692337,1,1,32
2015,36.05769348,1,1,34
2015,14.90384579,0,0,34
2015,13.22115421,0,1,25
2015,24.03846169,1,1,33
2015,20.87747192,1,1,34
2015,28.84615326,1,0,29
2015,6.04395628,0,0,25
2015,8.136095047,0,0,26
2015,6.04395628,0,0,26
2015,48.07692337,1,1,31
2015,23.07692337,1,0,33
2015,26.92307663,0,0,26
2015,7.47863245,0,0,31
2015,24.03846169,1,1,27
2015,22.11538506,1,1,28
2015,17.62820435,1,1,31
2015,12.98076916,0,0,34
2015,13.94230747,0,1,26
2015,28.84615326,1,0,31
2015,20.6593399,1,1,28
2015,9.615385056,1,0,34
2015,19.23077011,1,1,29
2015,32.30769348,1,0,33
2015,18.26922989,1,1,30
2015,13.94326878,0,0,33
2015,13.46153831,0,0,27
2015,16.31579018,1,1,26
2015,20.5128212,0,0,31
2015,15.93406582,0,1,29
2015,12.01923084,1,1,32
2015,21.63461494,1,1,28
2015,15.18218613,1,0,30
2015,16.58653831,0,0,34
2015,26.44230843,1,0,33
2015,13.67521381,0,0,25
2015,9.75,0,0,31
2015,33.65384674,1,0,29
2015,7.5,0,0,30
2015,16.82692337,0,0,30
2015,25,1,1,33
2015,40.59828949,1,1,27
2015,15.22435856,1,1,25
2015,50,1,0,30
2015,29.9145298,1,0,27
2015,7.25,0,0,34
2015,23.07788467,1,1,34
2015,24.03846169,1,0,29
2015,48.07692337,1,1,28
2015,39.90384674,1,1,34
2015,14.42307663,1,1,28
2015,13.46153831,0,0,30
2015,24.03846169,0,1,30
2015,38.46250153,1,0,25
2015,21.63461494,0,0,25
2015,43.95604324,1,1,29
2015,21.63461494,0,0,33
2015,43.26922989,1,1,34
2015,80,1,1,28
2015,22.11538506,0,0,30
2015,43.26922989,1,1,30
2015,27.77777863,1,1,25
2015,17.48251724,1,0,25
2015,19.23077011,1,0,26
2015,24.03846169,1,0,34
2015,23.46153831,1,1,34
2015,28.84615326,1,0,31
2015,38.46154022,1,0,30
2015,43.26922989,1,1,34
2015,10,1,0,25
2015,44.23077011,1,0,31
2015,19.23077011,1,0,31
2015,53.84615326,1,0,33
2015,26.44230843,1,1,33
2015,27.40384674,1,0,29
2015,14.42307663,1,0,29
2015,9.615385056,0,1,29
2015,17.5,0,1,29
2015,33.65384674,1,1,25
2015,7.403846264,1,1,26
2015,24.03846169,1,0,28
2015,22.30769157,1,0,34
2015,86.53845978,1,0,33
2015,16.82692337,0,0,27
2015,25.98752594,1,1,30
2015,16.82692337,0,1,29
2015,30.28942299,1,0,26
2015,27.77777863,1,1,30
2015,12.01923084,0,1,30
2015,4.421376228,0,1,27
2015,23.06805038,1,1,25
2015,24.03846169,0,0,30
2015,7.5,0,1,32
2015,9,0,0,33
2015,8.547008514,0,1,25
2015,32.30769348,1,0,33
2015,17.71255112,1,1,32
2015,23.55769157,1,1,28
2015,21.63461494,1,0,27
2015,22.59615326,0,0,29
2015,21.15384674,0,0,29
2015,7.5,1,1,25
2015,9.615385056,1,0,26
2015,33.65384674,1,0,32
2015,49.21634674,1,1,32
2015,23.55769157,1,0,31
2015,34.61538315,1,1,28
2015,15,1,1,27
2015,13.46153831,0,0,30
2015,19.23077011,1,0,26
2015,38.46154022,0,0,29
2015,33.65384674,0,0,25
2015,52.08333206,1,0,27
2015,7.211538315,1,1,26
2015,23.78542519,1,1,28
2015,38.46154022,1,0,29
2015,12.01923084,1,1,32
2015,8.17307663,0,1,25
2015,11.53846169,1,0,29
2015,9.230769157,1,0,26
2015,32.30769348,1,0,34
2015,4.807692528,0,1,26
2015,16.82692337,0,0,30
2015,24.59749603,1,1,30
2015,10,0,0,34
2015,8.840000153,0,0,27
2015,28.84615326,1,0,31
2015,14.42307663,0,0,33
2015,19.23077011,0,0,32
2015,14.42307663,0,1,34
2015,8.603239059,1,0,30
2015,19.23077011,1,0,33
2015,9.615385056,1,0,28
2015,14.42307663,0,1,31
2015,31.25,1,1,31
2015,31.25,1,1,26
2015,18.63798141,1,1,27
2015,43.26922989,1,0,31
2015,55.76922989,1,0,31
2015,18.26922989,0,0,25
2015,24.03846169,1,0,28
2015,20.27972031,1,1,28
2015,65.78947449,1,1,32
2015,39.56044006,1,1,33
2015,12.5,1,1,29
2015,31.25,1,1,29
2015,62.5,0,0,33
2015,17.5,1,0,26
2015,14.42307663,1,0,27
2015,38.46154022,1,0,34
2015,50,0,0,28
2015,11.29411793,0,0,32
2015,20.19230843,1,0,31
2015,17.30769157,1,0,25
2015,11.53846169,1,1,30
2015,18.75,0,0,29
2015,17.78846169,1,0,27
2015,20.19230843,1,0,26
2015,37.5,1,0,25
2015,19.23077011,0,0,31
2015,24.03846169,1,0,28
2015,12.5,0,1,27
2015,19.23077011,1,1,25
2015,20.19230843,1,0,31
2015,12.01923084,0,0,31
2015,28.84615326,0,1,28
2015,28.84615326,1,1,28
2015,19.23077011,0,0,26
2015,12.01923084,0,1,33
2015,21.63461494,1,1,28
2015,27.77777863,1,1,26
2015,19.23077011,0,1,28
2015,19.23077011,0,0,26
2015,9.615385056,1,1,25
2015,18.75,0,0,27
2015,69.44444275,1,1,28
2015,15.65934086,1,0,28
2015,45.24038315,1,0,34
2015,9.615385056,0,0,27
2015,38.46154022,1,0,26
2015,17.30769157,1,0,30
2015,8.653845787,0,0,33
2015,48.07692337,1,0,32
2015,13.46153831,0,0,31
2015,12.22222233,0,0,29
2015,21.97802162,1,1,26
2015,9.615385056,0,0,34
2015,12.98076916,1,0,28
2015,21.63461494,0,0,34
2015,13.46153831,0,1,32
2015,28.84615326,0,0,29
2015,16.34615326,0,0,30
2015,12.02019215,0,1,29
2015,19.23077011,0,1,33
2015,6.250961304,0,1,29
2015,32.15237045,0,0,32
2015,14.42307663,1,0,25
2015,25.96153831,0,0,26
2015,19.23077011,0,1,25
2015,9.616346359,0,1,26
2015,15.38461494,0,0,27
2015,38.46154022,1,0,31
2015,23.07692337,1,1,28
2015,13.94230747,1,0,29
2015,19.23077011,0,0,34
2015,26.92307663,0,0,26
2015,20.5128212,0,0,31
2015,7.774725437,0,0,26
2015,14.42307663,0,0,27
2015,12.01923084,0,1,26
2015,11.93633938,0,0,28
2015,16.53846169,1,0,31
2015,10.57692337,0,1,32
2015,17.57211494,1,0,28
2015,13.79598618,0,0,29
2015,15.38461494,0,0,34
2015,30,1,0,34
2015,20.2429142,1,1,33
2015,24.03846169,1,0,26
2015,19.23077011,1,1,26
2015,50,1,1,31
2015,21.63461494,0,0,27
2015,40.86538315,1,0,31
2015,23.46153831,1,1,29
2015,30.04807663,1,0,28
2015,14.52991486,0,0,29
2015,16.82692337,1,0,31
2015,28.07692337,0,0,32
2015,33.65384674,0,0,30
2015,17.30769157,0,0,28
2015,15,1,1,28
2015,25.96153831,0,0,30
2015,19.23077011,0,0,30
2015,25,1,0,34
2015,17.52136803,1,1,33
2015,15.86634636,0,0,29
2015,15.38461494,0,1,25
2015,18.75,0,0,29
2015,19.23077011,0,0,25
2015,36.98225021,1,0,33
2015,28.84615326,0,0,34
2015,31.25,1,1,32
2015,29.32884598,1,1,25
2015,5.15625,1,0,25
2015,19.23077011,1,1,26
2015,25.32115364,1,0,33
2015,21.63461494,1,0,32
2015,20.27972031,1,0,32
2015,20.15532494,1,0,29
2015,12.5,0,0,34
2015,21.63461494,1,1,34
2015,27.77777863,1,0,33
2015,41.66666794,1,0,33
2015,24.03846169,1,1,31
2015,26.70940208,1,1,28
2015,29.32692337,1,0,29
2015,7.211538315,0,0,33
2015,25.64102554,1,1,26
2015,12.98076916,1,0,27
2015,33.65384674,1,1,26
2015,32.69230652,1,0,32
2015,26.44230843,1,0,27
2015,15.86538506,1,1,25
2015,13.94230747,0,0,30
2015,23.07692337,1,0,29
2015,22.11538506,1,1,26
2015,18.26922989,0,0,30
2015,10.37582397,0,1,25
2015,11.05769253,0,0,27
2015,28.84615326,1,0,32
2015,22.59615326,1,0,28
2015,26.92307663,0,0,32
2015,23.07692337,0,0,31
2015,36.05769348,1,1,32
2015,8.17307663,0,1,26
2015,18.26922989,0,0,26
2015,16.82692337,0,1,25
2015,39.42307663,1,1,34
2015,13,0,0,26
2015,13.46153831,0,0,29
2015,13.46153831,0,0,29
2015,55.28845978,1,0,32
2015,5.770192146,0,0,33
2015,45.19230652,1,0,32
2015,18.21862411,1,1,32
2015,19.23077011,1,1,34
2015,73.07691956,1,1,34
2015,18.75,1,1,29
2015,19.23077011,1,0,31
2015,9.615385056,0,1,27
2015,27.88461494,1,1,29
2015,15.38461494,0,0,25
2015,16.82692337,1,0,25
2015,24.03846169,1,0,25
2015,10.14423084,0,0,29
2015,16.02564049,1,0,31
2015,16.02564049,0,1,25
2015,17.30769157,1,0,27
2015,36.05769348,1,1,25
2015,34.61538315,1,0,27
2015,14.42307663,0,1,26
2015,35.09615326,1,1,26
2015,31.19658089,1,0,25
2015,11.53846169,1,0,30
2015,15.38461494,1,0,33
2015,15.38461494,0,0,34
2015,13.73626328,0,1,31
2015,14.42307663,0,1,28
2015,10.38461494,0,0,25
2015,31.19658089,1,0,25
2015,21.63461494,0,0,29
2015,21.63461494,0,0,29
2015,50,1,1,34
2015,24.03846169,1,0,32
2015,5.714285851,0,0,25
2015,20.19230843,0,1,34
2015,31.25,1,0,32
2015,31.25,1,1,30
2015,9.615385056,1,0,30
2015,14.42307663,0,0,27
2015,5.494505405,0,0,33
2015,20.83333397,1,0,25
2015,32.47211456,1,0,27
2015,14.42307663,1,0,25
2015,12.74038506,1,0,32
2015,38.46250153,1,0,27
2015,11.95804214,1,1,25
2015,26.44230843,1,0,27
2015,18.90109825,1,1,29
2015,27.88461494,1,1,25
2015,33.33333206,1,0,29
2015,19.23077011,1,0,32
2015,12.30769253,1,0,28
2015,11.53846169,0,1,32
2015,9.615385056,1,0,25
2015,6.701631546,0,0,32
2015,26.44230843,1,1,31
2015,25.96153831,1,1,34
2015,9.615385056,0,1,25
2015,17.26190567,0,1,31
2015,37.01922989,1,0,34
2015,10,1,1,29
2015,10.09615421,1,0,26
2015,19.61538506,1,1,26
2015,9.123077393,1,1,28
